id,target,reading,english,part_of_speech,topic,source_id,source_entry,level_basis
ja-n3-00050,案,あん,1. idea; plan; proposal; suggestion; (government) bill | 2. draft; rough copy | 3. expectation | 4. desk; stand [archaic],"noun (common) (futsuumeishi); noun, used as a suffix",society-and-economy,jmdict-waller,JMdict:1154770;waller-n3.csv:line-51,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00051,暗記,あんき,1. memorization; memorisation; learning by heart,noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; transitive verb,health-and-body,jmdict-waller,JMdict:1586910;waller-n3.csv:line-52,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00052,安定,あんてい,1. stability; steadiness; consistency; equilibrium; balance; composure | 2. stable [physics; chemistry],noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; intransitive verb; adjectival nouns or quasi-adjectives (keiyodoshi),general-language,jmdict-waller,JMdict:1154120;waller-n3.csv:line-53,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00053,あんなに,あんなに,1. to that extent; to that degree; so much; so,adverb (fukushi),general-language,jmdict-waller,JMdict:1981450;waller-n3.csv:line-54,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00054,あんまり,あんまり,1. (not) very; (not) much [word usually written using kana alone] (with neg. sentence) | 2. too much; excessively; overly [word usually written using kana alone] | 3. extreme; great; severe; tremendous; terrible | 4. not very good; so-so; mediocre [colloquial],adverb (fukushi); adjectival nouns or quasi-adjectives (keiyodoshi); nouns which may take the genitive case particle 'no',general-language,jmdict-waller,JMdict:1584930;waller-n3.csv:line-55,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00055,胃,い,"1. stomach | 2. Chinese ""stomach"" constellation (one of the 28 mansions) [astronomy]",noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1158500;waller-n3.csv:line-56,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00056,いえ,いえ,1. no | 2. you're welcome; not at all; don't mention it,interjection (kandoushi),general-language,jmdict-waller,JMdict:1583250;waller-n3.csv:line-57,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00057,委員,いいん,1. committee member,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1156100;waller-n3.csv:line-58,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00058,言う,ゆう,"1. to say; to utter; to declare | 2. to name; to call | 3. to go (e.g. ""the alarm went ping""); to make a noise",Godan verb with 'u' ending; transitive verb; intransitive verb,general-language,jmdict-waller,JMdict:1587040;waller-n3.csv:line-59,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00059,意外,いがい,1. unexpected; surprising; unanticipated; strange; unforeseen,adjectival nouns or quasi-adjectives (keiyodoshi); adverb taking the 'to' particle; noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1156410;waller-n3.csv:line-60,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00060,行き,いき,1. the way there; outbound leg; outbound trip; departing leg | 2. bound for ... | 3. outbound ticket,"noun (common) (futsuumeishi); noun, used as a suffix",general-language,jmdict-waller,JMdict:1578790;waller-n3.csv:line-61,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00061,行き,ゆき,1. the way there; outbound leg; outbound trip; departing leg | 2. bound for ... | 3. outbound ticket,"noun (common) (futsuumeishi); noun, used as a suffix",general-language,jmdict-waller,JMdict:1578790;waller-n3.csv:line-62,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00062,息,いき,"1. breath; breathing | 2. concord; harmony; rapport | 3. steam (coming off hot food, tea, etc.); (water) vapor; vapour",noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1404320;waller-n3.csv:line-63,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00063,勢い,いきおい,1. force; vigor; vigour; energy; spirit; life | 2. influence; authority; power; might | 3. impetus; impulse; momentum; course (of events) | 4. naturally; necessarily; inevitably,noun (common) (futsuumeishi); adverb (fukushi),nature-and-science,jmdict-waller,JMdict:1375040;waller-n3.csv:line-64,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00064,生き物,いきもの,1. living thing; living creature; animal; life,noun (common) (futsuumeishi),nature-and-science,jmdict-waller,JMdict:1378590;waller-n3.csv:line-65,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00067,いけない,いけない,"1. bad; wrong; naughty | 2. must not (do, be); should not; ought not to (after the -te form of a verb or adjective) | 3. useless; no good; bad | 4. hopeless; beyond hope | 5. unfortunate; a shame; a pity (used to express sympathy) | 6. unable to drink (alcohol) | 7. so as not to ...; so that ... (won't); in case ...; for fear that ...; lest ...","expressions (phrases, clauses, etc.); adjective (keiyoushi)",general-language,jmdict-waller,JMdict:1000730;waller-n3.csv:line-68,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00068,医師,いし,1. doctor; physician,noun (common) (futsuumeishi),health-and-body,jmdict-waller,JMdict:1159930;waller-n3.csv:line-69,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00069,意思,いし,1. intention; wish; purpose; mind (to do),noun (common) (futsuumeishi),thought-and-feeling,jmdict-waller,JMdict:1156610;waller-n3.csv:line-70,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00070,意志,いし,1. will; volition; intention; intent; determination,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1156560;waller-n3.csv:line-71,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00071,維持,いじ,1. maintenance; preservation; improvement,noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; transitive verb,general-language,jmdict-waller,JMdict:1158450;waller-n3.csv:line-72,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00072,意識,いしき,"1. consciousness | 2. becoming aware (of); awareness; sense | 3. mano-vijnana (mental consciousness, cognizer of sensory information) [Buddhism]",noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; transitive verb; intransitive verb,general-language,jmdict-waller,JMdict:1156640;waller-n3.csv:line-73,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00073,異常,いじょう,1. abnormal; unusual; extraordinary; remarkable; uncommon,adjectival nouns or quasi-adjectives (keiyodoshi); noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1157760;waller-n3.csv:line-74,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00075,泉,いずみ,1. spring; fountain,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1390780;waller-n3.csv:line-76,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00076,いずれ,いずれ,1. which; where; who [word usually written using kana alone] | 2. all; both [word usually written using kana alone] | 3. anyway; anyhow; at any rate; in any case [word usually written using kana alone] | 4. sooner or later; one of these days; someday; before long; in due course; eventually [word usually written using kana alone],pronoun; adverb (fukushi),general-language,jmdict-waller,JMdict:1566210;waller-n3.csv:line-77,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00077,以前,いぜん,1. before; prior to; ago | 2. the past; before; previously; former times,"noun, used as a suffix; noun (common) (futsuumeishi); adverb (fukushi)",general-language,jmdict-waller,JMdict:1155150;waller-n3.csv:line-78,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00078,板,いた,1. board; plank | 2. sheet (of metal); plate (of glass); pane; slab | 3. cutting board; chopping board | 4. chef (esp. of high-end Japanese cuisine); cook [abbreviation] | 5. stage (i.e. at a theatre),noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1481350;waller-n3.csv:line-79,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00079,偉大,いだい,1. great; grand; magnificent; outstanding; mighty,adjectival nouns or quasi-adjectives (keiyodoshi),general-language,jmdict-waller,JMdict:1155920;waller-n3.csv:line-80,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00080,抱く,いだく,"1. to hold in one's arms (e.g. a baby); to embrace; to hug [formal or literary term] | 2. to have (a thought or feeling); to hold; to harbour (suspicion, doubt, etc.); to harbor; to bear (a grudge, ill will, etc.); to entertain (hope, illusions, etc.); to cherish (e.g. an ambition)",Godan verb with 'ku' ending; transitive verb,general-language,jmdict-waller,JMdict:1584090;waller-n3.csv:line-81,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00081,悪戯,いたずら,1. mischief; prank; trick; practical joke [word usually written using kana alone] | 2. mischievous; naughty [word usually written using kana alone] | 3. pastime; hobby [word usually written using kana alone; humble (kenjougo) language] | 4. playing with (e.g. a lighter); fooling around with; messing around with; amusing oneself with; tampering with [word usually written using kana alone] | 5. lewd behaviour; sexual misconduct; sexual assault; molestation; rape [word usually written using kana alone; euphemistic],noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; transitive verb; intransitive verb; adjectival nouns or quasi-adjectives (keiyodoshi),general-language,jmdict-waller,JMdict:1151580;waller-n3.csv:line-82,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00082,いただきます,いただきます,1. thank you (for the meal just served); I receive (this meal) [word usually written using kana alone],"expressions (phrases, clauses, etc.)",food-and-dining,jmdict-waller,JMdict:1410800;waller-n3.csv:line-83,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00084,痛み,いたみ,1. pain; ache; soreness; grief; distress | 2. damage; injury; wear; bruise; break,noun (common) (futsuumeishi),health-and-body,jmdict-waller,JMdict:1587300;waller-n3.csv:line-85,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00085,至る,いたる,1. to arrive at (e.g. a decision); to reach (a stage); to attain | 2. to lead to (a place); to get to | 3. in the extreme case of | 4. to come; to arrive; to result in [archaic],Godan verb with 'ru' ending; intransitive verb,general-language,jmdict-waller,JMdict:1311870;waller-n3.csv:line-86,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00086,市,いち,1. market; fair,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1308080;waller-n3.csv:line-87,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00087,位置,いち,1. place; position; location | 2. position; standing; status; situation,noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; intransitive verb,travel-and-places,jmdict-waller,JMdict:1587310;waller-n3.csv:line-88,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00088,一時,いちじ,"1. one o'clock | 2. once; at one time; formerly; before | 3. for a time; for a while; for the time being; for the moment; temporarily (in weather forecasts, indicates that a given condition will hold for less than one quarter of the forecast period) | 4. a time; one time; once","noun (common) (futsuumeishi); adverb (fukushi); nouns which may take the genitive case particle 'no'; noun, used as a prefix",general-language,jmdict-waller,JMdict:1576100;waller-n3.csv:line-89,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00089,一度に,いちどに,1. all at once,adverb (fukushi),general-language,jmdict-waller,JMdict:1609210;waller-n3.csv:line-90,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00090,市場,いちば,1. (town) market; (street) market; marketplace,noun (common) (futsuumeishi),travel-and-places,jmdict-waller,JMdict:1308300;waller-n3.csv:line-91,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00092,何時か,いつか,1. sometime; someday; one day; some time or other; the other day; in due course; in time [word usually written using kana alone],adverb (fukushi),time-and-quantity,jmdict-waller,JMdict:1188790;waller-n3.csv:line-93,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00093,一家,いっか,1. a family; a household; a home; one's family; whole family | 2. (one's own) style; school | 3. gang; (yakuza) family,noun (common) (futsuumeishi),people-and-relationships,jmdict-waller,JMdict:1575940;waller-n3.csv:line-94,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00094,一種,いっしゅ,1. a kind; a sort; a variety; a species | 2. of sorts; something of a; a sort of | 3. sort of; somewhat,noun (common) (futsuumeishi); adverb (fukushi),general-language,jmdict-waller,JMdict:1163170;waller-n3.csv:line-95,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00095,一瞬,いっしゅん,1. instant; moment; for an instant,noun (common) (futsuumeishi); adverb (fukushi),general-language,jmdict-waller,JMdict:1163340;waller-n3.csv:line-96,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00096,一生,いっしょう,"1. whole life; a lifetime; all through life | 2. (the only, the greatest, etc.) of one's life",noun (common) (futsuumeishi); nouns which may take the genitive case particle 'no'; adverb (fukushi),general-language,jmdict-waller,JMdict:1576200;waller-n3.csv:line-97,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00097,一層,いっそう,1. even more; still more; all the more; more than ever | 2. one layer | 3. lowest floor (of a building) | 4. rather; sooner; preferably [obsolete term],adverb (fukushi); noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1164340;waller-n3.csv:line-98,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n3-00098,一体,いったい,"1. (what) the heck; (why) in the world; (who) on earth; (where) the hell; (how) the hell (before an interrogative; forms an emphatic question) | 2. one object; one body; one unit; one group; one mass | 3. one form; one style; one format; one fashion | 4. one Buddhist image; one carving; one sculpture | 5. one corpse; one sample (of bones, remains, etc.) | 6. generally; in general; on the whole; by and large; for the most part | 7. strictly speaking; in the first place; originally; to begin with [dated term]",adverb (fukushi); noun (common) (futsuumeishi),nature-and-science,jmdict-waller,JMdict:1164510;waller-n3.csv:line-99,Community estimate: Waller via stephenmk; not an official JLPT word list
